scales,wavedate,variable,mean_measurement,mean_measurement_se,ymax,ymin,groupby,subgroup,N_total
1,2020-04-11,lebensz,7.45,0.18,7.79,7.1,ag,<30,1487
1,2020-04-11,lebensz,7.61,0.11,7.83,7.4,ag,30-59,1487
1,2020-04-11,lebensz,7.55,0.17,7.88,7.22,ag,>60,1487
1,2020-04-17,lebensz,7.24,0.18,7.58,6.89,ag,<30,1510
1,2020-04-17,lebensz,7.52,0.11,7.74,7.3,ag,30-59,1510
1,2020-04-17,lebensz,7.78,0.16,8.09,7.47,ag,>60,1510
1,2020-04-25,lebensz,7.36,0.17,7.69,7.03,ag,<30,1495
1,2020-04-25,lebensz,7.73,0.11,7.95,7.52,ag,30-59,1495
1,2020-04-25,lebensz,8.13,0.15,8.43,7.83,ag,>60,1495
1,2020-05-03,lebensz,7.3,0.19,7.68,6.92,ag,<30,1536
1,2020-05-03,lebensz,7.6,0.11,7.82,7.39,ag,30-59,1536
1,2020-05-03,lebensz,7.75,0.17,8.08,7.42,ag,>60,1536
1,2020-05-09,lebensz,7.49,0.19,7.87,7.11,ag,<30,1493
1,2020-05-09,lebensz,7.82,0.11,8.04,7.6,ag,30-59,1493
1,2020-05-09,lebensz,7.89,0.17,8.22,7.56,ag,>60,1493
1,2020-05-16,lebensz,7.4,0.16,7.72,7.08,ag,<30,1479
1,2020-05-16,lebensz,7.78,0.11,8,7.57,ag,30-59,1479
1,2020-05-16,lebensz,7.8,0.17,8.13,7.47,ag,>60,1479
1,2020-05-24,lebensz,7.46,0.18,7.81,7.1,ag,<30,1474
1,2020-05-24,lebensz,7.7,0.12,7.94,7.46,ag,30-59,1474
1,2020-05-24,lebensz,7.95,0.16,8.27,7.63,ag,>60,1474
1,2020-05-29,lebensz,7.75,0.16,8.07,7.43,ag,<30,1483
1,2020-05-29,lebensz,7.71,0.12,7.94,7.49,ag,30-59,1483
1,2020-05-29,lebensz,7.83,0.17,8.17,7.49,ag,>60,1483
1,2020-06-13,lebensz,7.56,0.18,7.91,7.22,ag,<30,1479
1,2020-06-13,lebensz,7.88,0.11,8.09,7.66,ag,30-59,1479
1,2020-06-13,lebensz,7.78,0.17,8.12,7.44,ag,>60,1479
1,2020-06-27,lebensz,7.85,0.17,8.18,7.51,ag,<30,1490
1,2020-06-27,lebensz,7.83,0.11,8.05,7.61,ag,30-59,1490
1,2020-06-27,lebensz,7.89,0.17,8.23,7.55,ag,>60,1490
1,2020-07-11,lebensz,7.62,0.19,7.98,7.25,ag,<30,1499
1,2020-07-11,lebensz,7.81,0.11,8.03,7.59,ag,30-59,1499
1,2020-07-11,lebensz,8.1,0.15,8.4,7.8,ag,>60,1499
1,2020-08-15,lebensz,7.69,0.18,8.04,7.35,ag,<30,1511
1,2020-08-15,lebensz,7.97,0.11,8.18,7.76,ag,30-59,1511
1,2020-08-15,lebensz,8.02,0.16,8.34,7.71,ag,>60,1511
1,2020-09-12,lebensz,7.65,0.16,7.95,7.34,ag,<30,1554
1,2020-09-12,lebensz,7.87,0.11,8.09,7.66,ag,30-59,1554
1,2020-09-12,lebensz,8.12,0.16,8.44,7.81,ag,>60,1554
1,2020-10-17,lebensz,7.84,0.16,8.16,7.52,ag,<30,1634
1,2020-10-17,lebensz,7.83,0.11,8.04,7.61,ag,30-59,1634
1,2020-10-17,lebensz,7.95,0.16,8.26,7.64,ag,>60,1634
1,2020-11-14,lebensz,7.73,0.15,8.02,7.43,ag,<30,1568
1,2020-11-14,lebensz,7.78,0.11,8,7.57,ag,30-59,1568
1,2020-11-14,lebensz,7.96,0.16,8.26,7.65,ag,>60,1568
1,2020-12-13,lebensz,7.75,0.15,8.05,7.46,ag,<30,1546
1,2020-12-13,lebensz,7.79,0.1,8,7.58,ag,30-59,1546
1,2020-12-13,lebensz,8.03,0.15,8.32,7.74,ag,>60,1546
1,2021-01-16,lebensz,7.39,0.16,7.71,7.07,ag,<30,1581
1,2021-01-16,lebensz,7.63,0.11,7.85,7.41,ag,30-59,1581
1,2021-01-16,lebensz,8.04,0.15,8.33,7.75,ag,>60,1581
1,2021-02-13,lebensz,7.73,0.17,8.07,7.4,ag,<30,1544
1,2021-02-13,lebensz,7.93,0.1,8.12,7.74,ag,30-59,1544
1,2021-02-13,lebensz,8.14,0.15,8.44,7.85,ag,>60,1544
1,2021-03-13,lebensz,7.69,0.17,8.03,7.35,ag,<30,1542
1,2021-03-13,lebensz,7.89,0.11,8.11,7.68,ag,30-59,1542
1,2021-03-13,lebensz,8.3,0.16,8.61,7.98,ag,>60,1542
1,2021-04-16,lebensz,7.71,0.16,8.03,7.39,ag,<30,1501
1,2021-04-16,lebensz,7.88,0.11,8.09,7.68,ag,30-59,1501
1,2021-04-16,lebensz,8.21,0.16,8.52,7.89,ag,>60,1501
1,2021-05-22,lebensz,6.86,0.16,7.17,6.55,ag,<30,1468
1,2021-05-22,lebensz,7.85,0.11,8.06,7.64,ag,30-59,1468
1,2021-05-22,lebensz,8.09,0.17,8.42,7.76,ag,>60,1468
1,2021-06-26,lebensz,7.86,0.15,8.15,7.56,ag,<30,1479
1,2021-06-26,lebensz,7.92,0.11,8.14,7.69,ag,30-59,1479
1,2021-06-26,lebensz,8.17,0.16,8.47,7.86,ag,>60,1479
1,2021-09-25,lebensz,7.66,0.17,7.99,7.32,ag,<30,1480
1,2021-09-25,lebensz,7.87,0.11,8.08,7.65,ag,30-59,1480
1,2021-09-25,lebensz,7.93,0.18,8.28,7.57,ag,>60,1480
2,2020-03-28,ges_per_gefahr,1.36,0.07,1.49,1.23,ag,<30,1534
2,2020-03-28,ges_per_gefahr,1.9,0.04,1.99,1.81,ag,30-59,1534
2,2020-03-28,ges_per_gefahr,2.21,0.07,2.34,2.08,ag,>60,1534
2,2020-03-28,ges_pub_gefahr,2.61,0.06,2.72,2.49,ag,<30,1534
2,2020-03-28,ges_pub_gefahr,2.7,0.04,2.77,2.62,ag,30-59,1534
2,2020-03-28,ges_pub_gefahr,2.75,0.05,2.84,2.65,ag,>60,1534
2,2020-03-28,wir_per_gefahr,1.96,0.07,2.1,1.83,ag,<30,1534
2,2020-03-28,wir_per_gefahr,2.32,0.05,2.41,2.23,ag,30-59,1534
2,2020-03-28,wir_per_gefahr,1.98,0.06,2.11,1.86,ag,>60,1534
2,2020-03-28,wir_pub_gefahr,3.22,0.06,3.33,3.11,ag,<30,1533
2,2020-03-28,wir_pub_gefahr,3.27,0.03,3.33,3.21,ag,30-59,1533
2,2020-03-28,wir_pub_gefahr,3.32,0.04,3.4,3.24,ag,>60,1533
2,2020-04-04,ges_per_gefahr,1.33,0.07,1.47,1.2,ag,<30,1547
2,2020-04-04,ges_per_gefahr,1.83,0.04,1.91,1.74,ag,30-59,1547
2,2020-04-04,ges_per_gefahr,2.04,0.06,2.16,1.92,ag,>60,1547
2,2020-04-04,ges_pub_gefahr,2.48,0.06,2.59,2.37,ag,<30,1548
2,2020-04-04,ges_pub_gefahr,2.49,0.04,2.56,2.42,ag,30-59,1548
2,2020-04-04,ges_pub_gefahr,2.61,0.05,2.71,2.51,ag,>60,1548
2,2020-04-04,wir_per_gefahr,1.79,0.07,1.94,1.65,ag,<30,1541
2,2020-04-04,wir_per_gefahr,2.23,0.05,2.32,2.14,ag,30-59,1541
2,2020-04-04,wir_per_gefahr,1.77,0.06,1.89,1.65,ag,>60,1541
2,2020-04-04,wir_pub_gefahr,3.09,0.06,3.2,2.97,ag,<30,1548
2,2020-04-04,wir_pub_gefahr,3.15,0.04,3.22,3.08,ag,30-59,1548
2,2020-04-04,wir_pub_gefahr,3.19,0.04,3.27,3.11,ag,>60,1548
2,2020-04-11,ges_per_gefahr,1.27,0.06,1.4,1.15,ag,<30,1490
2,2020-04-11,ges_per_gefahr,1.67,0.04,1.75,1.58,ag,30-59,1490
2,2020-04-11,ges_per_gefahr,1.85,0.06,1.97,1.73,ag,>60,1490
2,2020-04-11,ges_pub_gefahr,2.38,0.06,2.5,2.27,ag,<30,1489
2,2020-04-11,ges_pub_gefahr,2.38,0.03,2.44,2.31,ag,30-59,1489
2,2020-04-11,ges_pub_gefahr,2.42,0.05,2.52,2.32,ag,>60,1489
2,2020-04-11,wir_per_gefahr,1.78,0.07,1.92,1.65,ag,<30,1484
2,2020-04-11,wir_per_gefahr,2.06,0.05,2.15,1.97,ag,30-59,1484
2,2020-04-11,wir_per_gefahr,1.64,0.06,1.76,1.52,ag,>60,1484
2,2020-04-11,wir_pub_gefahr,2.99,0.06,3.09,2.88,ag,<30,1488
2,2020-04-11,wir_pub_gefahr,3.04,0.03,3.11,2.98,ag,30-59,1488
2,2020-04-11,wir_pub_gefahr,3.13,0.04,3.21,3.05,ag,>60,1488
2,2020-04-17,ges_per_gefahr,1.25,0.07,1.38,1.13,ag,<30,1521
2,2020-04-17,ges_per_gefahr,1.53,0.04,1.61,1.44,ag,30-59,1521
2,2020-04-17,ges_per_gefahr,1.67,0.06,1.78,1.55,ag,>60,1521
2,2020-04-17,ges_pub_gefahr,2.27,0.06,2.39,2.16,ag,<30,1519
2,2020-04-17,ges_pub_gefahr,2.21,0.04,2.28,2.14,ag,30-59,1519
2,2020-04-17,ges_pub_gefahr,2.28,0.05,2.38,2.18,ag,>60,1519
2,2020-04-17,wir_per_gefahr,1.7,0.07,1.85,1.56,ag,<30,1514
2,2020-04-17,wir_per_gefahr,1.93,0.04,2.02,1.85,ag,30-59,1514
2,2020-04-17,wir_per_gefahr,1.57,0.06,1.69,1.45,ag,>60,1514
2,2020-04-17,wir_pub_gefahr,2.86,0.05,2.97,2.76,ag,<30,1520
2,2020-04-17,wir_pub_gefahr,2.9,0.03,2.97,2.84,ag,30-59,1520
2,2020-04-17,wir_pub_gefahr,3.04,0.04,3.12,2.95,ag,>60,1520
2,2020-04-25,ges_per_gefahr,1.14,0.06,1.26,1.03,ag,<30,1499
2,2020-04-25,ges_per_gefahr,1.46,0.04,1.55,1.38,ag,30-59,1499
2,2020-04-25,ges_per_gefahr,1.56,0.07,1.69,1.43,ag,>60,1499
2,2020-04-25,ges_pub_gefahr,2.14,0.06,2.25,2.03,ag,<30,1499
2,2020-04-25,ges_pub_gefahr,2.07,0.04,2.14,2,ag,30-59,1499
2,2020-04-25,ges_pub_gefahr,2.21,0.05,2.31,2.1,ag,>60,1499
2,2020-04-25,wir_per_gefahr,1.66,0.08,1.81,1.51,ag,<30,1500
2,2020-04-25,wir_per_gefahr,2,0.05,2.09,1.91,ag,30-59,1500
2,2020-04-25,wir_per_gefahr,1.55,0.07,1.68,1.42,ag,>60,1500
2,2020-04-25,wir_pub_gefahr,2.76,0.06,2.88,2.64,ag,<30,1501
2,2020-04-25,wir_pub_gefahr,2.94,0.04,3.01,2.87,ag,30-59,1501
2,2020-04-25,wir_pub_gefahr,3.04,0.04,3.13,2.95,ag,>60,1501
2,2020-05-03,ges_per_gefahr,1.08,0.06,1.21,0.96,ag,<30,1538
2,2020-05-03,ges_per_gefahr,1.31,0.04,1.39,1.23,ag,30-59,1538
2,2020-05-03,ges_per_gefahr,1.46,0.06,1.57,1.35,ag,>60,1538
2,2020-05-03,ges_pub_gefahr,2.03,0.06,2.14,1.91,ag,<30,1537
2,2020-05-03,ges_pub_gefahr,1.94,0.04,2.02,1.87,ag,30-59,1537
2,2020-05-03,ges_pub_gefahr,2.1,0.05,2.2,2,ag,>60,1537
2,2020-05-03,wir_per_gefahr,1.65,0.07,1.79,1.51,ag,<30,1535
2,2020-05-03,wir_per_gefahr,1.93,0.05,2.02,1.83,ag,30-59,1535
2,2020-05-03,wir_per_gefahr,1.54,0.06,1.66,1.42,ag,>60,1535
2,2020-05-03,wir_pub_gefahr,2.78,0.06,2.89,2.67,ag,<30,1537
2,2020-05-03,wir_pub_gefahr,2.92,0.03,2.98,2.85,ag,30-59,1537
2,2020-05-03,wir_pub_gefahr,3.04,0.04,3.12,2.96,ag,>60,1537
2,2020-05-09,ges_per_gefahr,1.02,0.06,1.14,0.9,ag,<30,1507
2,2020-05-09,ges_per_gefahr,1.2,0.04,1.28,1.12,ag,30-59,1507
2,2020-05-09,ges_per_gefahr,1.25,0.07,1.38,1.12,ag,>60,1507
2,2020-05-09,ges_pub_gefahr,1.96,0.06,2.08,1.83,ag,<30,1505
2,2020-05-09,ges_pub_gefahr,1.82,0.04,1.89,1.74,ag,30-59,1505
2,2020-05-09,ges_pub_gefahr,1.92,0.05,2.02,1.82,ag,>60,1505
2,2020-05-09,wir_per_gefahr,1.58,0.08,1.74,1.42,ag,<30,1503
2,2020-05-09,wir_per_gefahr,1.83,0.05,1.92,1.74,ag,30-59,1503
2,2020-05-09,wir_per_gefahr,1.48,0.07,1.61,1.35,ag,>60,1503
2,2020-05-09,wir_pub_gefahr,2.79,0.06,2.91,2.67,ag,<30,1505
2,2020-05-09,wir_pub_gefahr,2.86,0.04,2.94,2.78,ag,30-59,1505
2,2020-05-09,wir_pub_gefahr,2.95,0.04,3.04,2.87,ag,>60,1505
2,2020-05-16,ges_per_gefahr,1.04,0.07,1.18,0.9,ag,<30,1485
2,2020-05-16,ges_per_gefahr,1.14,0.04,1.22,1.06,ag,30-59,1485
2,2020-05-16,ges_per_gefahr,1.27,0.06,1.39,1.14,ag,>60,1485
2,2020-05-16,ges_pub_gefahr,1.89,0.07,2.02,1.77,ag,<30,1485
2,2020-05-16,ges_pub_gefahr,1.69,0.04,1.77,1.62,ag,30-59,1485
2,2020-05-16,ges_pub_gefahr,1.89,0.05,2,1.79,ag,>60,1485
2,2020-05-16,wir_per_gefahr,1.63,0.08,1.78,1.47,ag,<30,1484
2,2020-05-16,wir_per_gefahr,1.82,0.05,1.9,1.73,ag,30-59,1484
2,2020-05-16,wir_per_gefahr,1.36,0.06,1.48,1.24,ag,>60,1484
2,2020-05-16,wir_pub_gefahr,2.71,0.07,2.84,2.57,ag,<30,1486
2,2020-05-16,wir_pub_gefahr,2.73,0.04,2.81,2.65,ag,30-59,1486
2,2020-05-16,wir_pub_gefahr,2.77,0.05,2.87,2.67,ag,>60,1486
2,2020-05-24,ges_per_gefahr,1.02,0.07,1.15,0.89,ag,<30,1485
2,2020-05-24,ges_per_gefahr,1.15,0.04,1.23,1.06,ag,30-59,1485
2,2020-05-24,ges_per_gefahr,1.16,0.06,1.27,1.04,ag,>60,1485
2,2020-05-24,ges_pub_gefahr,1.83,0.07,1.96,1.71,ag,<30,1484
2,2020-05-24,ges_pub_gefahr,1.73,0.04,1.81,1.65,ag,30-59,1484
2,2020-05-24,ges_pub_gefahr,1.86,0.05,1.96,1.76,ag,>60,1484
2,2020-05-24,wir_per_gefahr,1.73,0.08,1.88,1.58,ag,<30,1481
2,2020-05-24,wir_per_gefahr,1.79,0.05,1.88,1.7,ag,30-59,1481
2,2020-05-24,wir_per_gefahr,1.41,0.06,1.53,1.29,ag,>60,1481
2,2020-05-24,wir_pub_gefahr,2.65,0.07,2.78,2.52,ag,<30,1485
2,2020-05-24,wir_pub_gefahr,2.73,0.04,2.8,2.65,ag,30-59,1485
2,2020-05-24,wir_pub_gefahr,2.85,0.04,2.93,2.76,ag,>60,1485
2,2020-05-29,ges_per_gefahr,1.05,0.06,1.17,0.92,ag,<30,1481
2,2020-05-29,ges_per_gefahr,1.09,0.04,1.17,1,ag,30-59,1481
2,2020-05-29,ges_per_gefahr,1.04,0.06,1.15,0.92,ag,>60,1481
2,2020-05-29,ges_pub_gefahr,1.76,0.06,1.89,1.64,ag,<30,1483
2,2020-05-29,ges_pub_gefahr,1.61,0.04,1.69,1.53,ag,30-59,1483
2,2020-05-29,ges_pub_gefahr,1.69,0.05,1.79,1.58,ag,>60,1483
2,2020-05-29,wir_per_gefahr,1.64,0.07,1.78,1.49,ag,<30,1483
2,2020-05-29,wir_per_gefahr,1.79,0.05,1.89,1.7,ag,30-59,1483
2,2020-05-29,wir_per_gefahr,1.25,0.06,1.37,1.13,ag,>60,1483
2,2020-05-29,wir_pub_gefahr,2.61,0.07,2.74,2.48,ag,<30,1484
2,2020-05-29,wir_pub_gefahr,2.66,0.04,2.74,2.59,ag,30-59,1484
2,2020-05-29,wir_pub_gefahr,2.7,0.05,2.79,2.6,ag,>60,1484
2,2020-06-13,ges_per_gefahr,0.96,0.07,1.09,0.82,ag,<30,1498
2,2020-06-13,ges_per_gefahr,1.1,0.04,1.18,1.02,ag,30-59,1498
2,2020-06-13,ges_per_gefahr,1.09,0.07,1.23,0.96,ag,>60,1498
2,2020-06-13,ges_pub_gefahr,1.75,0.06,1.87,1.63,ag,<30,1498
2,2020-06-13,ges_pub_gefahr,1.65,0.04,1.73,1.56,ag,30-59,1498
2,2020-06-13,ges_pub_gefahr,1.77,0.05,1.88,1.66,ag,>60,1498
2,2020-06-13,wir_per_gefahr,1.71,0.08,1.86,1.57,ag,<30,1491
2,2020-06-13,wir_per_gefahr,1.75,0.05,1.84,1.66,ag,30-59,1491
2,2020-06-13,wir_per_gefahr,1.34,0.07,1.47,1.21,ag,>60,1491
2,2020-06-13,wir_pub_gefahr,2.61,0.07,2.74,2.47,ag,<30,1497
2,2020-06-13,wir_pub_gefahr,2.64,0.04,2.72,2.56,ag,30-59,1497
2,2020-06-13,wir_pub_gefahr,2.72,0.04,2.8,2.63,ag,>60,1497
2,2020-06-27,ges_per_gefahr,1.08,0.06,1.2,0.96,ag,<30,1505
2,2020-06-27,ges_per_gefahr,1.28,0.04,1.37,1.2,ag,30-59,1505
2,2020-06-27,ges_per_gefahr,1.25,0.07,1.38,1.11,ag,>60,1505
2,2020-06-27,ges_pub_gefahr,1.97,0.07,2.09,1.84,ag,<30,1506
2,2020-06-27,ges_pub_gefahr,1.88,0.04,1.95,1.8,ag,30-59,1506
2,2020-06-27,ges_pub_gefahr,2.01,0.05,2.11,1.91,ag,>60,1506
2,2020-06-27,wir_per_gefahr,1.61,0.07,1.76,1.47,ag,<30,1506
2,2020-06-27,wir_per_gefahr,1.87,0.05,1.96,1.77,ag,30-59,1506
2,2020-06-27,wir_per_gefahr,1.34,0.07,1.47,1.21,ag,>60,1506
2,2020-06-27,wir_pub_gefahr,2.61,0.07,2.74,2.48,ag,<30,1505
2,2020-06-27,wir_pub_gefahr,2.74,0.04,2.81,2.67,ag,30-59,1505
2,2020-06-27,wir_pub_gefahr,2.71,0.04,2.79,2.62,ag,>60,1505
2,2020-07-11,ges_per_gefahr,1.33,0.07,1.46,1.19,ag,<30,1515
2,2020-07-11,ges_per_gefahr,1.41,0.04,1.49,1.32,ag,30-59,1515
2,2020-07-11,ges_per_gefahr,1.35,0.07,1.48,1.22,ag,>60,1515
2,2020-07-11,ges_pub_gefahr,2.12,0.06,2.24,1.99,ag,<30,1514
2,2020-07-11,ges_pub_gefahr,2.01,0.04,2.09,1.94,ag,30-59,1514
2,2020-07-11,ges_pub_gefahr,2.15,0.05,2.25,2.04,ag,>60,1514
2,2020-07-11,wir_per_gefahr,1.77,0.07,1.91,1.63,ag,<30,1514
2,2020-07-11,wir_per_gefahr,1.85,0.05,1.94,1.76,ag,30-59,1514
2,2020-07-11,wir_per_gefahr,1.31,0.06,1.43,1.19,ag,>60,1514
2,2020-07-11,wir_pub_gefahr,2.69,0.07,2.83,2.55,ag,<30,1515
2,2020-07-11,wir_pub_gefahr,2.69,0.04,2.77,2.61,ag,30-59,1515
2,2020-07-11,wir_pub_gefahr,2.75,0.04,2.84,2.67,ag,>60,1515
2,2020-08-15,ges_per_gefahr,1.44,0.06,1.56,1.31,ag,<30,1531
2,2020-08-15,ges_per_gefahr,1.47,0.04,1.55,1.39,ag,30-59,1531
2,2020-08-15,ges_per_gefahr,1.43,0.07,1.56,1.29,ag,>60,1531
2,2020-08-15,ges_pub_gefahr,2.08,0.06,2.19,1.97,ag,<30,1530
2,2020-08-15,ges_pub_gefahr,2.03,0.04,2.12,1.95,ag,30-59,1530
2,2020-08-15,ges_pub_gefahr,2.24,0.06,2.36,2.12,ag,>60,1530
2,2020-08-15,wir_per_gefahr,1.73,0.07,1.86,1.59,ag,<30,1525
2,2020-08-15,wir_per_gefahr,1.93,0.05,2.02,1.84,ag,30-59,1525
2,2020-08-15,wir_per_gefahr,1.38,0.07,1.51,1.25,ag,>60,1525
2,2020-08-15,wir_pub_gefahr,2.56,0.06,2.67,2.45,ag,<30,1527
2,2020-08-15,wir_pub_gefahr,2.79,0.04,2.87,2.71,ag,30-59,1527
2,2020-08-15,wir_pub_gefahr,2.83,0.05,2.92,2.74,ag,>60,1527
2,2020-09-12,ges_per_gefahr,1.51,0.06,1.63,1.38,ag,<30,1566
2,2020-09-12,ges_per_gefahr,1.5,0.04,1.58,1.41,ag,30-59,1566
2,2020-09-12,ges_per_gefahr,1.49,0.07,1.62,1.36,ag,>60,1566
2,2020-09-12,ges_pub_gefahr,2.2,0.06,2.32,2.09,ag,<30,1566
2,2020-09-12,ges_pub_gefahr,2.12,0.04,2.2,2.04,ag,30-59,1566
2,2020-09-12,ges_pub_gefahr,2.33,0.06,2.44,2.22,ag,>60,1566
2,2020-09-12,wir_per_gefahr,1.74,0.07,1.87,1.61,ag,<30,1564
2,2020-09-12,wir_per_gefahr,1.95,0.05,2.04,1.85,ag,30-59,1564
2,2020-09-12,wir_per_gefahr,1.46,0.07,1.6,1.33,ag,>60,1564
2,2020-09-12,wir_pub_gefahr,2.66,0.07,2.79,2.54,ag,<30,1565
2,2020-09-12,wir_pub_gefahr,2.87,0.04,2.94,2.8,ag,30-59,1565
2,2020-09-12,wir_pub_gefahr,2.9,0.04,2.99,2.81,ag,>60,1565
2,2020-10-17,ges_per_gefahr,1.44,0.06,1.56,1.32,ag,<30,1652
2,2020-10-17,ges_per_gefahr,1.58,0.04,1.66,1.5,ag,30-59,1652
2,2020-10-17,ges_per_gefahr,1.58,0.06,1.7,1.46,ag,>60,1652
2,2020-10-17,ges_pub_gefahr,2.22,0.06,2.34,2.11,ag,<30,1655
2,2020-10-17,ges_pub_gefahr,2.22,0.04,2.3,2.14,ag,30-59,1655
2,2020-10-17,ges_pub_gefahr,2.5,0.06,2.61,2.39,ag,>60,1655
2,2020-10-17,wir_per_gefahr,1.85,0.06,1.97,1.72,ag,<30,1653
2,2020-10-17,wir_per_gefahr,2.04,0.04,2.13,1.96,ag,30-59,1653
2,2020-10-17,wir_per_gefahr,1.57,0.07,1.69,1.44,ag,>60,1653
2,2020-10-17,wir_pub_gefahr,2.78,0.06,2.89,2.67,ag,<30,1653
2,2020-10-17,wir_pub_gefahr,3.01,0.03,3.07,2.95,ag,30-59,1653
2,2020-10-17,wir_pub_gefahr,3.06,0.04,3.14,2.98,ag,>60,1653
2,2020-11-14,ges_per_gefahr,1.73,0.08,1.88,1.57,ag,<30,1584
2,2020-11-14,ges_per_gefahr,1.76,0.05,1.85,1.67,ag,30-59,1584
2,2020-11-14,ges_per_gefahr,1.73,0.06,1.85,1.6,ag,>60,1584
2,2020-11-14,ges_pub_gefahr,2.57,0.06,2.69,2.44,ag,<30,1583
2,2020-11-14,ges_pub_gefahr,2.5,0.04,2.58,2.41,ag,30-59,1583
2,2020-11-14,ges_pub_gefahr,2.8,0.05,2.91,2.7,ag,>60,1583
2,2020-11-14,wir_per_gefahr,1.91,0.08,2.06,1.75,ag,<30,1584
2,2020-11-14,wir_per_gefahr,2.15,0.05,2.24,2.05,ag,30-59,1584
2,2020-11-14,wir_per_gefahr,1.6,0.07,1.73,1.47,ag,>60,1584
2,2020-11-14,wir_pub_gefahr,2.9,0.06,3.03,2.78,ag,<30,1584
2,2020-11-14,wir_pub_gefahr,3.16,0.04,3.23,3.09,ag,30-59,1584
2,2020-11-14,wir_pub_gefahr,3.16,0.04,3.24,3.07,ag,>60,1584
2,2020-12-13,ges_per_gefahr,1.52,0.06,1.63,1.4,ag,<30,1553
2,2020-12-13,ges_per_gefahr,1.56,0.05,1.65,1.47,ag,30-59,1553
2,2020-12-13,ges_per_gefahr,1.52,0.07,1.66,1.39,ag,>60,1553
2,2020-12-13,ges_pub_gefahr,2.37,0.06,2.49,2.25,ag,<30,1554
2,2020-12-13,ges_pub_gefahr,2.29,0.04,2.37,2.22,ag,30-59,1554
2,2020-12-13,ges_pub_gefahr,2.53,0.06,2.64,2.41,ag,>60,1554
2,2020-12-13,wir_per_gefahr,1.76,0.07,1.89,1.63,ag,<30,1551
2,2020-12-13,wir_per_gefahr,2,0.05,2.09,1.91,ag,30-59,1551
2,2020-12-13,wir_per_gefahr,1.45,0.07,1.58,1.32,ag,>60,1551
2,2020-12-13,wir_pub_gefahr,2.89,0.05,3,2.79,ag,<30,1555
2,2020-12-13,wir_pub_gefahr,2.99,0.04,3.06,2.92,ag,30-59,1555
2,2020-12-13,wir_pub_gefahr,3.05,0.05,3.14,2.95,ag,>60,1555
2,2021-01-16,ges_per_gefahr,1.56,0.07,1.69,1.42,ag,<30,1599
2,2021-01-16,ges_per_gefahr,1.61,0.05,1.7,1.52,ag,30-59,1599
2,2021-01-16,ges_per_gefahr,1.57,0.06,1.69,1.46,ag,>60,1599
2,2021-01-16,ges_pub_gefahr,2.35,0.06,2.47,2.22,ag,<30,1603
2,2021-01-16,ges_pub_gefahr,2.27,0.04,2.35,2.19,ag,30-59,1603
2,2021-01-16,ges_pub_gefahr,2.51,0.05,2.61,2.4,ag,>60,1603
2,2021-01-16,wir_per_gefahr,1.9,0.07,2.04,1.77,ag,<30,1596
2,2021-01-16,wir_per_gefahr,2.06,0.05,2.16,1.97,ag,30-59,1596
2,2021-01-16,wir_per_gefahr,1.55,0.07,1.68,1.43,ag,>60,1596
2,2021-01-16,wir_pub_gefahr,3.02,0.06,3.13,2.91,ag,<30,1601
2,2021-01-16,wir_pub_gefahr,3.16,0.03,3.22,3.09,ag,30-59,1601
2,2021-01-16,wir_pub_gefahr,3.19,0.04,3.28,3.11,ag,>60,1601
2,2021-02-13,ges_per_gefahr,1.53,0.07,1.66,1.4,ag,<30,1562
2,2021-02-13,ges_per_gefahr,1.51,0.04,1.59,1.43,ag,30-59,1562
2,2021-02-13,ges_per_gefahr,1.41,0.06,1.53,1.3,ag,>60,1562
2,2021-02-13,ges_pub_gefahr,2.24,0.06,2.36,2.12,ag,<30,1562
2,2021-02-13,ges_pub_gefahr,2.18,0.04,2.26,2.1,ag,30-59,1562
2,2021-02-13,ges_pub_gefahr,2.33,0.06,2.44,2.22,ag,>60,1562
2,2021-02-13,wir_per_gefahr,1.88,0.07,2.02,1.74,ag,<30,1557
2,2021-02-13,wir_per_gefahr,2.03,0.05,2.13,1.94,ag,30-59,1557
2,2021-02-13,wir_per_gefahr,1.48,0.06,1.6,1.36,ag,>60,1557
2,2021-02-13,wir_pub_gefahr,2.95,0.06,3.05,2.84,ag,<30,1559
2,2021-02-13,wir_pub_gefahr,3.07,0.03,3.14,3.01,ag,30-59,1559
2,2021-02-13,wir_pub_gefahr,3,0.05,3.09,2.9,ag,>60,1559
2,2021-03-13,ges_per_gefahr,1.41,0.07,1.54,1.27,ag,<30,1561
2,2021-03-13,ges_per_gefahr,1.47,0.05,1.56,1.38,ag,30-59,1561
2,2021-03-13,ges_per_gefahr,1.46,0.07,1.59,1.33,ag,>60,1561
2,2021-03-13,ges_pub_gefahr,2.18,0.07,2.33,2.04,ag,<30,1560
2,2021-03-13,ges_pub_gefahr,2.16,0.04,2.24,2.07,ag,30-59,1560
2,2021-03-13,ges_pub_gefahr,2.52,0.06,2.63,2.41,ag,>60,1560
2,2021-03-13,wir_per_gefahr,1.93,0.08,2.08,1.79,ag,<30,1559
2,2021-03-13,wir_per_gefahr,1.98,0.05,2.07,1.89,ag,30-59,1559
2,2021-03-13,wir_per_gefahr,1.46,0.07,1.59,1.33,ag,>60,1559
2,2021-03-13,wir_pub_gefahr,2.87,0.07,3.01,2.74,ag,<30,1560
2,2021-03-13,wir_pub_gefahr,3.03,0.04,3.1,2.95,ag,30-59,1560
